5,92.1,0.0
11,94.7,0.0
17,94.7,0.0
24,96.4,0.0
30,93.9,0.0
36,94.5,0.0
41,95.7,0.0
47,96.7,0.0
52,95.6,0.0
57,96.3,0.0
62,97.0,0.0
68,95.6,0.0
73,87.9,0.0
78,82.3,0.0
83,77.4,0.0
89,73.0,0.0
94,68.4,0.0
99,65.0,0.0
104,61.9,0.0
109,59.1,0.0
115,61.1,0.0
120,62.4,0.0
126,63.9,0.0
133,65.2,0.0
139,66.3,0.0
145,67.1,0.0
151,68.1,0.0
156,69.1,0.0
161,70.2,0.0
167,71.3,0.0
172,71.8,0.0
177,71.7,0.0
182,69.8,0.0
188,67.9,0.0
193,65.8,0.0
198,64.2,0.0
203,62.6,0.0
209,61.1,0.0
214,59.7,0.0
219,58.7,0.0
224,59.7,0.0
229,60.7,0.0
235,61.3,0.0
241,62.3,0.0
248,63.1,0.0
254,63.5,0.0
260,64.3,0.0
266,65.2,0.0
273,65.8,0.0
278,66.2,0.0
283,66.7,0.0
288,65.5,0.0
294,64.4,0.0
299,63.3,0.0
304,62.1,0.0
309,61.1,0.0
314,60.1,0.0
320,60.8,0.0
325,61.3,0.0
330,61.9,0.0
335,62.6,0.0
342,63.1,0.0
348,63.7,0.0
354,64.2,0.0
360,64.7,0.0
367,65.1,0.0
373,65.6,0.0
379,66.0,0.0
384,66.5,0.0
390,65.7,0.0
395,64.7,0.0
400,63.9,0.0
405,63.1,0.0
411,62.3,0.0
416,61.6,0.0
421,60.7,0.0
426,60.0,0.0
431,60.4,0.0
437,61.0,0.0
442,61.3,0.0
447,61.8,0.0
452,62.2,0.0
458,62.6,0.0
463,63.0,0.0
470,63.4,0.0
476,63.6,0.0
482,64.0,0.0
488,64.4,0.0
494,63.8,0.0
499,63.2,0.0
504,62.5,0.0
510,61.9,0.0
515,61.3,0.0
520,60.6,0.0
525,60.0,0.0
530,0.0,0.0
536,59.9,0.0
541,60.2,0.0
546,0.0,0.0
552,0.0,0.0
557,0.0,0.0
563,61.7,0.0
569,0.0,0.0
575,0.0,0.0
581,0.0,0.0
588,63.0,0.0
594,0.0,0.0
600,0.0,0.0
605,0.0,0.0
610,0.0,0.0
615,0.0,0.0
621,0.0,0.0
626,0.0,0.0
631,0.0,0.0
636,0.0,0.0
641,0.0,0.0
647,0.0,0.0
652,60.1,0.0
657,0.0,0.0
662,0.0,0.0
668,0.0,0.0
675,0.0,0.0
681,0.0,0.0
687,0.0,0.0
693,0.0,0.0
699,0.0,0.0
705,0.0,0.0
710,0.0,0.0
715,0.0,0.0
720,0.0,0.0
726,0.0,0.0
731,0.0,0.0
736,0.0,0.0
741,0.0,0.0
746,0.0,0.0
752,59.6,0.0
757,59.5,0.0
762,59.8,0.0
767,60.1,0.0
773,60.3,0.0
780,60.5,0.0
786,60.8,0.0
792,61.0,0.0
798,61.3,0.0
804,61.5,0.0
809,61.8,0.0
815,62.1,0.0
820,62.0,0.0
825,61.6,0.0
830,61.2,0.0
836,60.9,0.0
841,60.4,0.0
846,60.1,0.0
851,60.1,0.0
858,60.3,0.0
864,60.5,0.0
870,60.8,0.0
876,61.0,0.0
883,60.9,0.0
889,60.9,0.0
895,61.0,0.0
902,61.0,0.0
