5,0.0,0.0
11,0.0,0.0
17,0.0,0.0
24,0.0,0.0
30,0.0,0.0
36,0.0,0.0
41,0.0,0.0
47,0.0,0.0
52,0.0,0.0
57,0.0,0.0
62,0.0,0.0
68,0.0,0.0
73,0.0,0.0
78,0.0,0.0
83,0.0,0.0
89,0.0,0.0
94,0.0,0.0
99,0.0,0.0
104,0.0,0.0
109,0.0,0.0
115,0.0,0.0
120,0.0,0.0
126,0.0,0.0
133,0.0,0.0
139,0.0,0.0
145,0.0,0.0
151,0.0,0.0
156,0.0,0.0
161,0.0,0.0
167,0.0,0.0
172,0.0,0.0
177,0.0,0.0
182,0.0,0.0
188,0.0,0.0
193,0.0,0.0
198,0.0,0.0
203,0.0,0.0
209,0.0,0.0
214,0.0,0.0
219,0.0,0.0
224,0.0,0.0
229,0.0,0.0
235,0.0,0.0
241,0.0,0.0
248,0.0,0.0
254,0.0,0.0
260,0.0,0.0
266,0.0,0.0
273,0.0,0.0
278,0.0,0.0
283,0.0,0.0
288,0.0,0.0
294,0.0,0.0
299,0.0,0.0
304,0.0,0.0
309,0.0,0.0
314,0.0,0.0
320,0.0,0.0
325,0.0,0.0
330,0.0,0.0
335,0.0,0.0
342,0.0,0.0
348,0.0,0.0
354,0.0,0.0
360,0.0,0.0
367,0.0,0.0
373,0.0,0.0
379,0.0,0.0
384,0.0,0.0
390,0.0,0.0
395,0.0,0.0
400,0.0,0.0
405,0.0,0.0
411,0.0,0.0
416,0.0,0.0
421,0.0,0.0
426,0.0,0.0
431,0.0,0.0
437,0.0,0.0
442,0.0,0.0
447,0.0,0.0
452,0.0,0.0
458,0.0,0.0
463,0.0,0.0
470,0.0,0.0
476,0.0,0.0
482,0.0,0.0
488,0.0,0.0
494,0.0,0.0
499,0.0,0.0
504,0.0,0.0
510,0.0,0.0
515,0.0,0.0
520,0.0,0.0
525,0.0,0.0
530,0.0,0.0
536,0.0,0.0
541,0.0,0.0
546,0.0,0.0
552,0.0,0.0
557,0.0,0.0
563,0.0,0.0
569,0.0,0.0
575,0.0,0.0
581,0.0,0.0
588,0.0,0.0
594,0.0,0.0
600,0.0,0.0
605,0.0,0.0
610,0.0,0.0
615,0.0,0.0
621,0.0,0.0
626,0.0,0.0
631,0.0,0.0
636,0.0,0.0
641,0.0,0.0
647,0.0,0.0
652,0.0,0.0
657,0.0,0.0
662,0.0,0.0
668,0.0,0.0
675,0.0,0.0
681,0.0,0.0
687,0.0,0.0
693,0.0,0.0
699,0.0,0.0
705,0.0,0.0
710,0.0,0.0
715,0.0,0.0
720,0.0,0.0
726,0.0,0.0
731,0.0,0.0
736,0.0,0.0
741,0.0,0.0
746,0.0,0.0
752,0.0,0.0
757,0.0,0.0
762,0.0,0.0
767,0.0,0.0
773,0.0,0.0
780,0.0,0.0
786,0.0,0.0
792,0.0,0.0
798,0.0,0.0
804,0.0,0.0
809,0.0,0.0
815,0.0,0.0
820,0.0,0.0
825,0.0,0.0
830,0.0,0.0
836,0.0,0.0
841,0.0,0.0
846,0.0,0.0
851,0.0,0.0
858,0.0,0.0
864,0.0,0.0
870,0.0,0.0
876,0.0,0.0
883,0.0,0.0
889,0.0,0.0
895,0.0,0.0
902,0.0,0.0
