5,91.1,4.6
11,93.6,4.6
17,95.2,4.6
24,92.4,4.6
30,93.1,4.6
36,92.2,0.0
41,81.2,0.0
47,72.6,0.0
52,64.3,0.0
57,58.8,0.0
62,54.1,0.0
68,49.4,0.0
73,46.1,0.0
78,43.2,0.0
83,40.6,0.0
89,38.3,0.0
94,35.9,0.0
99,34.1,0.0
104,32.5,0.0
109,31.0,0.0
115,29.6,0.0
120,30.4,3.3
126,33.5,3.3
133,36.4,3.3
139,38.7,3.3
145,41.2,3.3
151,42.3,0.0
156,40.9,0.0
161,39.7,0.0
167,38.5,0.0
172,37.1,0.0
177,36.1,0.0
182,35.1,0.0
188,34.2,0.0
193,33.1,0.0
198,32.3,0.0
203,31.5,0.0
209,30.7,0.0
214,30.0,0.0
219,29.2,0.0
224,28.5,0.0
229,27.9,0.0
235,28.8,4.2
241,30.4,4.2
248,32.0,4.2
254,33.5,4.2
260,34.8,4.2
266,36.3,4.2
273,36.8,0.0
278,36.0,0.0
283,35.4,0.0
288,34.8,0.0
294,34.2,0.0
299,33.6,0.0
304,32.9,0.0
309,32.4,0.0
314,31.9,0.0
320,31.3,0.0
325,30.8,0.0
330,30.3,0.0
335,30.2,3.5
342,31.3,3.5
348,32.4,3.5
354,33.5,3.5
360,34.4,3.5
367,35.4,3.5
373,36.4,3.5
379,36.6,0.0
384,36.1,0.0
390,35.6,0.0
395,35.1,0.0
400,34.6,0.0
405,34.2,0.0
411,33.8,0.0
416,33.4,0.0
421,32.9,0.0
426,32.5,0.0
431,32.1,0.0
437,31.8,0.0
442,31.3,0.0
447,31.0,0.0
452,30.7,0.0
458,30.3,0.0
463,30.7,4.5
470,31.6,4.5
476,32.4,4.5
482,33.2,4.5
488,33.9,4.5
494,34.6,4.5
499,34.7,0.0
504,34.3,0.0
510,34.0,0.0
515,33.6,0.0
520,33.3,0.0
525,33.0,0.0
530,0.0,0.0
536,0.0,0.0
541,32.0,0.0
546,31.7,0.0
552,31.4,0.0
557,0.0,0.0
563,0.0,0.0
569,0.0,0.0
575,32.9,4.4
581,0.0,0.0
588,0.0,0.0
594,0.0,0.0
600,0.0,0.0
605,0.0,0.0
610,0.0,0.0
615,0.0,0.0
621,0.0,0.0
626,0.0,0.0
631,0.0,0.0
636,0.0,0.0
641,0.0,0.0
647,0.0,0.0
652,0.0,0.0
657,31.6,0.0
662,0.0,0.0
668,0.0,0.0
675,0.0,0.0
681,0.0,0.0
687,0.0,0.0
693,0.0,0.0
699,34.4,0.0
705,0.0,0.0
710,0.0,0.0
715,0.0,0.0
720,0.0,0.0
726,0.0,0.0
731,0.0,0.0
736,0.0,0.0
741,0.0,0.0
746,0.0,0.0
752,32.0,0.0
757,31.8,0.0
762,31.6,0.0
767,31.6,3.8
773,32.1,3.8
780,32.5,3.8
786,33.0,3.8
792,33.5,3.8
798,33.9,3.8
804,33.9,0.0
809,33.7,0.0
815,33.5,0.0
820,33.3,0.0
825,33.1,0.0
830,32.9,0.0
836,32.7,0.0
841,32.4,0.0
846,32.2,0.0
851,32.0,0.0
858,31.8,0.0
864,31.6,0.0
870,31.3,0.0
876,31.1,1.1
883,31.4,3.5
889,31.6,3.5
895,31.7,3.5
902,32.0,3.5
